puuid,summonerId,summonerName,riotIdGameName,riotIdTagline
nn80hn0Qw4zgKB31MGcoDMFfnVCDOM8HBDPIi0tpM3Y9BuHqP80bdV8HfkVuSJwAEsapGTKgUWXeXw,GqyPcPRc2KTF4u9JxM8j0rt5g75Ry9YI6OEB5bJCQdq8cA,Cate Dunlap,Cudmilla,B17
bK6zbwoOX0awr0BqMnM4zs8K6hY8P-kJXwogjvZ-MiRxV_8-9ujCQMblwimTsSKBHVeVzE8r7C5nNA,7IerCOd4dmZ4EWoEwQVDEeOnR5PtwkOkEUFD9PBLWuiCUFA,Akemikat,Akemi,0605
ZTUZTTMDf88PDaOZyQ_HsazpcExDoB1YXB4096_ie0uHxqcH1Ecj7OpWkAcJQumpJFCJt2KPQBo26g,mKxsuPoNoro5KQOJgkFe64Gj_QRMH4r4QanDBg_SqKMoDQ,Minjulia,Minjulia,BR1
8BY5Oef6xDNCfYsTg-qIeXkeURpd1H253a1m0UCOtCX5h3_e8w0H7zbAJKE_wvT5HlSLqr-knKFS0Q,Yqlc1oDaltyEXdraOHrlcNcpeHBLWb6AzRhS8XtRIRUh_q4,Snalt,snt,최고 왕
ZFUH6p-DMjenKYISK4DJR2pnvwMinurv0q6cxFV5g83paRdVZrBe_qOWDpSl6oy5PxN58-y70uyhEA,efVdmhNPVsrC5HNweN2FjC9EEKH4CivwyWWK-Qy_kgoaCho,buzon,Finesse,2512
DZdyCEBwIPWqlh_AZUBTYmPHJu5a9qkybZfseEhRkrgIMC5_aavTmZjtDLoYa8pMKL5iWThf5NHoxQ,cJEOxxyr8pFbb8G1esB-_tbU_QFfqkOd0DH1Kb13uEuc9w,Gordniss,Gordniss,15y
0c-vr7C_i7eX7QDW4oUnmiC60eby8fdcSxNREhCfwEJmA5-8xumYZvaPkkXV3LGJjzevw5dp-QiUxw,g_7LGBRe0HM2IWo6IjnWu_XtLMXjz3LxLFzfaXdZROHpDg,Vevé,Vevé,BR1
8qv97NZQwpYrrDWaAS6Li9SVS81Jl4v1b3XmIGV2tVF64jra92V94vkw32fPbSv6IZriYVCIn4OPgQ,N0oy3RBxnvOB480_jGZDPPKxg7KP-wEAza1fFd1zabaS5qQ702yn_oDMUg,SNORTiNG COCAiNE,told ya,BR2
4_MDzZNWL28TvXILQ9H512TMseLiYmANI_uqL_k_MkFgM7J_IzScu_6JM6xM7dIT4P3ZA6JL5pofBQ,CJjgtfTy5btWU42hK_tFR9rXyEHldwXN0XeMRmUoLBrIrDs,Büfão Demoníaco,Bufão Demoníaco,shaco
duKx2RRwUt1gOAtI6_PX3xNufQgT69UtjUAwU5qN1MvIFRHcs7ZYCebtJXQfsbIzUTyKbVEWTqagyQ,c3z55f2LzVTBX_meRv3-MK3xshikRY7C1mX3_4YxqkEdng,just räy,just räy,BR1
yfqUGSi4UYE0vZlBeWYViaKYYrhhT1yNgEBh4l5quPprFRTV_63lLIP0lk5Y_vIMCn2ONEB5q1SplQ,6QmX54L7pzgTd8mRY-Sk4iYhQUMlKvu48ZuLMpBegguN,modal souI,causality,akira
rKLtUXeUkgHzbokm7oZDmxL7EA7npdoWMT1PUaOFxRZnFnADgplAyrlBbwc4PlxNjcIQy6mKgYaTXw,YeDyOF4NqCEJdvCP5Dif1GcGvPD_0DhyX6f8kJa1eYE86fs,Conguitus,Nunu e Lilpump,6060
WB3UElfUjGPi54TiXZ45-t9Jk-nMrOMq-4YYu_IF40vLz_gSmfsofPl4mnzaVNWft-l-XYeHJdUN3w,Gc-X3Ne_fWZ3c7wHU5zeeYppWBhNlnDFGzGevoZhy_COAEceZbu5hDOVNg,Yizex,Aileri,019
xXH23k8YOzmVcDlZHxRek-cujILDMFXyQzKiCc_v95BSI2PdsAOksTd0soIQqGcOnolZhr2FIPn6Nw,myDUpq3FtX-5wwolfUrH0T7obfCXHyHk9Si_fC3GlUdb,savizinho,savizinho,angry
kEOanev54dqZc0EE0hSW9fZfrpIfewgdFrwsDI7LHeNyaXyZhluwlqW0bGJ1ms9AYmcBFhPic62kbg,-KHcViAG-nEQXkA3InHI4ou7wUOjr7MlvWQr7OxkRQgP-jE,Persistência,Akaza,ant
eUQPrK_-ZkGJECqR-XhINw1o5kxM2RdH1CwTD3sM7FucWg8STgNjCVU6AgFB_qB3m-SFI7mbMatEcA,M5pUY_xy5EX8kMhNSu7oG9Br1yWS0OPLylhmI2KJUV_wR1s,Renko Usami,Renko Usami,BR1
hHYCV_4jKvYx2SsVQl4FPdZD1urSoVdOf1H6N9-95rY5XjGf9OOyNBtKpEWHYq7lZViU9rXp16gt1g,VJzueHDxdOECrygzfKiGvEBEX7-sChWLCIVh963Ax5-7SRs,Kaikan,Kaikan,BR1
R2EYhxBtPD1YZ6uBhy0orXFOlK12utoAwUJ_8KgY5H5QnjLIhSHjh_F-s7vBHdf9nmASf4QW8-0bVQ,nlQiuDdxnU5O-B7sIm0-9AoY6Z0tA0Qg5bshqRh6OET1ZX4,Veneno Venenoso,Veneno Venenoso,PEH
ObzgkJR8n7u1UEEkfpwfqIIYzN0g9nUJkXArVkb1v9ROawJfDvJ51LVyUy7Pe9G4lHuFgWJPZ8FW-Q,bbqRT3NVbA1jLP6ogDEpFUiuUvTqNXEDz6Sl5cTt5RBX_C0,BAHAMUT DRAGON,Sagittarius,Arco
6spcwkIQstnXdX_8Dv9shUwy1AlT42D1McpG2TM5l5JP8FmoGj94qLfPCFW6ESGdaQQI4wKOhas1lA,L3F5G9puILH4VpqcNqEJpKahLWeJgTSMxnszkQsUpKl6ag,moonkissed,angel,RTG3
Gk5f9CQvYvF1AIX0ujfFTuHUpJBzPq1-ixS2AY7jT5jxBYaAK13ndxFjmtebndy5W0BV-em_w-UdBA,HX51JnwTOEXV4apWijVqpB9TEu5e4yvt0WmdME8FbGUUuw,Draconem Khadar,Draconem Khadar,BR1
Yu-PAyAwYTYQIGCVTl4b3qP2QBte1RzmW4S3ME00g0LZngmd059vVjobFP5RchmykIG2ivME6UoHRQ,ECkhpIbuMPyYl4m6ez4Ks1ApzgtPqS1Trpsm5R54hjJpOA,eu como nalaura,Mata,5817
3A6_t0VdP8wxYDYcvtf1iwO6hHUqNM_9EeMZ3TYi2BtbQOdPn4tTjLmz2DpF53yOYduHpqp76kSjTg,7lBee54HuZ9GbGIsOqlg9P1RCo7XwR5rjQL0sa4lHnxQQQ,Dividir,Dividir,0000
9xtUaQsxViYewMrLrkWF6yX7DAFjq68gqNa_LWzaGyt6ykuLABWt8ggHe2M-P5eFK8V8kQ2QE4jg_Q,55Lfl-FavCzxOw6dTHaUc7IFx-s46LnmFdvhxJliUySrdXE,swont,mauri,1402
1JN_WIRHWQIusqf5KcJ1lZJbV5tMJZCYC2Lj_Xinu21pC817zPCWGOrIFMxsjFw7ZD7JOiNQMxm9Zw,eAXaH6jfZFb6MoK1GNJJNAKCI1pOO2cKKTIhidg4oprvUw,Vento,Vento,BR1
opZUdU3K4S7SQ4YYDj5O3EnioPRmGq0gsJpFjVZOEM0bvtmkxRNEWEmCWO024aMNZsDsMNDqZGB5ww,GQ3NAZ-T5M1x8aiSz6Ei8dngLXicLZg3PeDMYxfbmcBeHGU,lc random player,lc random player,Deus
Q6Ucl4CvCrRHhZyJK0qfM9ka7ssWkukrdpnmXGYT_g1Qj5PnPT8zfoF1BUGd-jV3MyFPBV4cB0CY_A,KIQ_WvjzdnLZR1VB00CAPxpb6YHDM6YYHwEHS30DTbchDCM,apareço dando IK,neverzin,1887
e0UHmQMaivh-pgRxHxGfSXdV6Vl9jzHXCrEPI2Ry0TMh5uJHX_ZkKI4K7ljcX5GYlx2kTLpcuDN1rQ,_MjFUA_Cia_Fp4un8lyLIT7v-f9vorqiqV7z6rdMgi2B,Sheoldred,Sheoldred,BR1
S78pbEKK3k-uPlF6Nb5EHJRGikdX4H6CUSEWFQx2nS3RHspWmL6Ip_ZIpracTJhCcmmlAeG7HMp-HQ,vMMgm8LkI5DrD6PLwtSsHiVcXG3HpC3ifexU0vOIZRHLVR1NA7wyqV1egA,zaybas,zaybas,BR1
PqU35sDLthrMIeL_ZQVGcvPHafyhmGtIoRh3imSjp8y93xLcDSXqyMwhEGlVevbuBtHJK5Uqaywpsw,7llS6XBCasb3k1iv1knZ56idPF2h6ys_GDpGyLfbZBGIbRs,mental safe,Asteek,Quinn
ICc-viEsdudf_sX07L6FNSwGbHkBmoL3UipYYzX0WR7kEb3AGlDoZKq63-S2sdds7ltqGC0oQA2Fjw,DB8W7lrNsPA8kdQwmFhytE6eeo5liGtDRbJn8iHHq4MnjRxj3TjbAvMWog,avy,Death,XDD
WAwk0VWAUfUE2NIqkkrRcGRQC7bEMS3yoLtBG2KeST9rhhsIrGHc68QVG5aITZ-bHMazqNnW5Il3Fg,toBqwPPMnth0Odw5yrpsjHNYPWeNV0tyXjzzLXucJX8y,LordSauron,UltimateEvil,555
lp3CJLvKZwB0b5bwFUONidWuoIvpiad77_hOwy2K1ajuFFAhBRzglQ18ZQgp6de9bqFHOInuKzR1qA,ACrEdw_Jf9ck3JDhxIKC2DVozdLjtilkknYLKqHO7C6lNWVhruWBYdoIsQ,skyreach1,PMTwasted talent,pmt
p15fYd-81U8rBaeVN7zMW4f-Scaet42sd42xY9KXnIaiq5mM8l3h1mhUY0xX44bAa0HId9V5x1nQLQ,bmjkmPxHAU5_aWujhRRmaHXgD7U7aYxjY5JmCPAzvHIM0SI,pois,pois,001
OAL35IWVwo5VbqjrgvRU79UsHe8dij-9mZ0tf5hLywg7oGVRvniUvg3v6CIlrXHVdiWhQn_gxXIr9Q,PKnIeI7C5C0lWNXdfJo06cwM6sQcD43ZdV9NKJRz6tQbdQ,RedBert,RedBert,BR1
J1sVYMmAL7dQXWwjoZ1IQT9pKu4XWUyII8vHdh0F56LrZdACK4Bqok4FDE1QWkQnOUguCcCPn7bMvw,IERyq9AfMilR5xQUbhETLxNJkVERS8eH0o_JNld5BABo,random gap,random,gap
q4uMT8jWn1c_CQ37UW2xyAN5DofLINfV2t1TjbZLOusr9xAib25nyShdy0xzaMqGUdd4VmfXEPRY4A,ywc6LFDRTgkSx15D40_nIEPq1-neWMS606xL0j8HWzQzvg,Doumage,Doumage,BR1
-bXGYAYEFiSALb8aVuWnHL0MQ1IljfE-AWWtfhvzDelZimNAEwbiogE1kLvei7JbV5x7hDAhq7TTpQ,H2vc0d_zMah7REty-IJAj-j3RL1nEAl_tmahv4fbh8MQeQM,Zac ou Dodge,Zac,dodge
H9s-n2z7KO7fBgIAPd7p95nk-TEyM9llNtTzUG4VubRclq5Wj1e3aiyw8bBXmOgFZ7Sjux_Gj1t-CA,i9ght5NUuxPYhYgSYDGPiiq9-eA8R-FG9-cfugT3nK64cig0ilzFzE04fA,a34444444,Sagittaria,000
Jw71SrUjz19KlnwlLteDbOAYIUlgm6wQQMNdG-MgWTuhgvY6167elio-Q3m3dGoMzoEE3v3ohmZdXw,_eA6I72_J9d7cF2e0DTwaPh4Khot08BApkrpLGd6_l2qoAA, corazön,VALEBOMBASTICOs7,surf
9U-pq_xojKbB2vAAvOFZon6fHGPkhmMygFthRC7EkzMSumR29mezabB6qh1pD_ipdLZTp34HehobZQ,Bcbx3B9Z8NYDSDlCTbL_-8Ja4nEp6rek39ApW9gpfewwZcc,sapron,Sapron,000
S8b4PR3TKbafR-BUTkTeVjvGiw5uK3GzDWK4fc-Saa9PUBPOhLiOEDIlnty0ZF15aGYO4LKM1X0n9w,NfgAtfP7pE04Nh5Sp7qi6byYLWTdaltWOPPJ0oGucx6h13gIKQCnofyx8g,cebolinha31,cebolinha31,BR1
tf50nHwwCqIDl1liilNc4xD_pmtGK5001fU5RSdHQ30wxBB29l6wG-UL1HjhUv_T1OlS0DAopzrW_Q,DHE4P0xhBV4NyNW9MQQkBxHJSSsfzs6vT-gTymqZUA9_Pg,Betão,Betão,999
HMpXGH00C8GFzsjwnhQeVdepTP-103ZZ1DHXFFTU2-vt_A7LNN-GixzpJNZ2T0Fyy_nD1gZD30wmJw,Ic8qbWzErBCHl8Cujyzj0rTdjSx9LZqqm8r_IA2c6tfDOm4,joaomitoHU32,joaomitoHU32,BR1
Yv24kK5WV0Kgl_FCt_AvGr8mH1x1kumui6o6S6-YP_BVZXg6-kURyJGJHJ8An-ZFh6wHgPpcdcQk_Q,oTCtS662BhAHfX2bbw43T0vXeiHjjmmNsYY0S94MtMoPRBg,Total Eclipse,Reality Surf,drain
4m8gLGAd99X1zQZVaZtPuQ--et9nt2KXL12HRFp6i_U4M8dojE9POuhRjnqFXM41kwbDWklfaYHKMA,lsS7gn31Cf8RaHrDsoxlz9IfXbVjTKL_3qo83Tmg4leMHqA,renewed Sonk,IaniaK,smurf
PvwmSaY0erpplY2R-GqY406TDOCSiawzoX8IbxruN6WcjumPbVTZJlMuzFRuqMhb7HIWkqj0LtA-bw,nHow4ol9QaAwADwFhhTEkPeHY6GQrhFvBLtfo4iZVOkGcQ,xavierqaq,xavierqaq,BR1
MLIrMX3s46Tiqjr_OiDyGo0CtvFW0tcO0NeXXLhmWQkpZ-UFISs___eh_zg8U8GDmcZ1FVn7qbjuBw,k8RYW62JMZMV0lMSjApR15oeRNdL7KJiZjGoonnIQ79Z,Triat,Triat,BR1
83ZDZKa6xbAXkso60fSKtGA38_xux-diVPUG_jj8s51CXx_WgxdHLIzfjDHtshznYMd23gd2-w8Ngw,MzTOPi2CKM1Dkv6Cx-9KegopsOimDcQTqCx23XdhmFvLGw,ÂBE,ÂBE,010
wKrlIBgDLOlAkwKpd6dH0_fhpTCTNkSUAMXAGFRlRmClzAApGc1Yq-2XcqD_tMh-_QfZCr6Pv5zcfQ,U7lL0peQxL0awSktBWbbv2ExzI7VbkVUUt6n2JxYOr38PLo0hmjJR1Ilpw,VET Dragonite,Dragonite,5252
eKBR8QGq9iCIwb8fBOXzGd0ReyOIxr6AE6QO1fA4HDceMV_EelTzV5aTFV5hVu-35K9hM7lRVmds1g,9INOBO12lKLcyYWCZEUcH03LFMFb-_oqxmVUXN8BmSe2qNo,Shinsü,shinsu,2002
3twk31MZEO720dVOQAY6W6kPC42paXZ26kAyG4ZKvbfIq61rBou0kofAd7KjXmlqMEzdQfNjXqKM5Q,F7l_k3Cmk8JZsWeM4XuOTv81MugyL7-SHqsp1aDzdohT25_aWW1G7v8JTA,gniasx,Best jungle br,BR2
-IQaF6sPBpkzV-YXhucihLkSMd0VU6nPHJfhJMPRuappFK7GwSOvEZrFE00j4N_6DInVlGIiB8rTgw,zjn5BWuv1gVzHVyWZ4yiIoRqMdL-gIX5qlrk-if6_FLU7g,adc2903,Fear,42345
TTMlfMOZsbPkL70TGEmp8QDZaqDpG9-0-JvEJLXfRKPEQy_sUoKmz2C3MRYXfPyWg26su_54NcfDtQ,onrmeYHrMhKsGANPCSmXQN8quJe4BNUmKkSLjy-mR1vGvyGXuVdoYg1Yqw,TwTv rbnx,superlife,twice
PK-odu_dCqmoktYFCtxBCCp-4i_fZnKtGWQRYiG3ldS6noRGoGoH8cpx6AvkFCCHX9D4kOieqIxXDA,XzNh3NUCi7wkFqgqthnMQIVTbX1pINFRwsE8x37Quuov,treevor,Trevor,BR17
FXrbfg6lvqdiccp0qFPAnXndZ2IfBlpM0ZmgGK2GrpO28B0rCYh5Nv85KiBCqwhFzkcQ8nDsu2J50Q,-CySqvU3YVwYrSbDqftvJQgEaSCuwZ4zuPf-rpFgBSRbC7g,wilian bonner,wilian bonner,BR1
hSaEOQ1gi5COFW6BjL0uzTwhiDWklPZJ7V7y80RZQMP1JKboaM7XVAzuQfPQFh8atuR4Cuq2blxd1g,zpc-3gXlhpLwX3Q3BDoDx9Zkx89k2ppIhvoNet4tGdsIUg,IsDEAD,IsDEAD,BR1
-RYyYROXCQsx247ED9jHDY2GW56JI1cQHGMJGEAg4A-B37hx8rxFeTLYpvx2bAxwFDU4MflRNV7G0A,iiUs2UNPDa4TS4FEN2_rrvxiCmnqaPcUtGY6MMIdEmyrhbU869LQyuGOuQ,namorado safado,emilia,shtwt
GdRyQltbMSZouoMnECSvGIgHT_AL4xTovHPyRDEkHmHHfokMlf-Rtht84jTOt64NqEVTbiDMUx_kyQ,jZZpzSLvRy2ZqWT1GegX1I9kspOJYLn7xCUWi0tR9DJCtA,sixsixsix666,sixsixsix666,0210
aS0nUE1qE39S8NpzmiYWG8SqARS742oLny_dRRxHfZFHiupPjhLv8x-qoQQDJmxXZH1aGmnFOfwBoQ,88uYexr4TxoN6r3eaVDgZSjp3TIJn13NPYA-v8Evd2M68DU,FIFO123456789,fifo,ifo
bwm0uKUU9c5hM5ompRm_GyNhBJU4ZkdRJHdhtxdOunR1ay9m6SXVOD_gfI-H0CVNjGDknh_A5u1kug,mstsKN2OvBRE48KVMTniJF84sS8bYbDSl7aqIItN5J4piQ,Rafaek,Rafaek,BR1
qcfHpJ6KroMhc2n1Rw4aB1wnPL-EtPdVctfvsjY59VFBBmVkBeP6hmQZvzY1hM0WxL59q3-ET62HPA,P3wihO9TqUkmnerADLq-RLufBSF72Yx78iw0BNHUaGMZXA,1Leon,1Leon,BR1
rvDdztBLztX0HeUfVCGrlG3r744_hvOsI2N1VwvyO6FAIMDHcP8ehB41w16pgca_4JGkWoMemnMOOQ,T2l59VYXsDHH7B4f5yX3qadR7ES8BwY6_jO8ogs0fUKFsz8,grëed,greed,julli
xP2O_g54tXrkCOqDWG_QkzHw5XrKkbFFwFgVO5JwBj1hJS8__dghcnEyPXRYiZHS6BBgpvzr2OKs9Q,Cp5mxdI96bohzXiCbOEQ_v0bQzlidzcaWCht_SXYTA2rXg,NaneGatinho,NaneGatinho,BR1
-kLsoc7QyLG2MFmMVVBBRxwhJfpSA-cbL9J0dRlIwV08eQTMIXmFZ-ZCHcXtXWR652R_X580rKYw9g,N872intzGgehme6l_d_qMxTJTVXoZbYM63cTuPauIP4HZbWuJjIDmyES2Q,Atlover,AccR1,1123
g13UU8F-fF12Nie6zBPfG1nHdT7Mv80cKt7nNMnZcU9UUtnG5mbOxd3_m5UH1s7-ORjLm9Vt_ZHqyw,UH9KgRVlFq7FWxIH5JT9Ni-6KSvaCRQZ5ZnnUNF7NOTXo7M,FA Singodd,Singodd,GAP
qIBy_y5PQUXLwwE_PpmwtUq90Uq3vZNyCoBpXux5rgSGSlAqjtXvX1V2QEdQQP6D5xgXoNWFG7J5lQ,7QgXvX7EfIizxbjf5nGEb5Hj3QXuH9rsi-zywD8kinIKng,Phyreus,Phyreus,BR1
6ujV01J7hSynnE9dXche3x67UgyuRo3I3-9kNTfXZnfiFexe9u9M5wO5UWOVZdfVxbN6YscyTz4ahQ,6m60EmcVkiAveOsJ-9nIjbJkZ7A-OHsm6-3rdqTJigR_ag8,PurpleLikeCodein,kkkkkkkkkkkkkkkk,kass
FZu44PFb1Ar8atLbA2tw2y6UGSzFz9q7en9cazeSFTbeUu5nO9AZWM4G1M02iDkdeTMh6_dGpehRjw,dir6qRI3dNQm0zARvVY1iqVF592rqjOb40Wjd7LBXQ7eisc,Benitess,Benites,001
2K9zfs5oz3rZpOeLfrz8kIc12BmRK7EEjFPtCxvV5u9vwV84Z51J-Wrz8r2Y-wK63zlOscTXXfRNSQ,qdko3XImOVvFQl7M3g1GoukbYvHaURxkoz8pqsDIzzsz0Q,TorugoAV,TorugoAV,BR1
7u2qt5t6L0mbutXPDAf4xVuBPcfxVY69vorlBVZz1-oZTWpF7soFI7sN89hEaUHXsq3GXpW9PI-aBQ,qD_1aj9UYmqIDTXdIuJJq2BmMTufsIT2esxwgV0og-7Uqw,CSBastos,CSBastos,BR1
pcDAhOM4PO1ueeYUOm69LKPzRCyOX0yGGCMTwbgZEut6BmLNShOJRJ-tjjq9mgy7VcBfIpg7JY24QA,_JEi529nsC3G1wSrAlO1rEoziC4kJg-xXaYmnBuW4alfsuU,Filtro,Filtro,Sorry
DfyZPm3iCthqBCksTxtZzIDEjQ4QjHbjqDOrOxSi1oke3ZWds9LGi9_U5VgZfOUQtmeY7zUkCyVczg,T1Xq3LeEUVvnie50B5ckLH5alLyZfdyfNeAj-umJn2oBIBo,s y,modesty,666
5Hrcl9lR4KZWJSlSoFBR2omutdQLU-CrSuQAyeeznWQSukXTpjMu0gT3CKmBYcshMjTPECCLZi_USA,h_TtXaRkrPp_9fpziZoxn5Fd8VowYIlDG7BXGCpdkCSPJA,Roxes,Roxes,zzz
RDQe-uftFJJS3cnBBLrW8Vn851NWMT_0xHicEZGhzt9TL9f2wO_y1HuLtFmNAGXpGga1_m0Kb0NkUQ,8CnaNIsP76CDkT31v0lJ2CaRlW-L8_FcNryFN6XsrMtb5zgVH06hJENh0g,buf kat,esdeath,zzzzz
2Z36688Q-PYjuwfig3XhGBr-U2e65ngx2zIvFYfOSFQ5EZRlf7UU6eMAm6NLg9BfsDkaaZmME768RQ,NYmVJeOv9fljn0yMPMwJoy9ManrGSoDI0oWPlxf19Z9hKGmXwjDyKMsEWw,Chórdy,Chórdy,BR1
sT8wRvngZd93ltaOce3f3_6ZUB21chOtXlytRrwlhWlFr1P8VS-40YBXmQGkJtJTzKLv-oVLUXj2_w,LYgzmAVOVj54JPHXvp2VXq18ZlqqrxpQKj46sdFWlW_dtA,Fexlation1,Fexlation,000
ct-n14SjUIFntAYFTNMD5GXgG0IVZrjlL9snhbP2c_PwQHClryhspjJik4wlkR-6fue7v4hi6YWzfQ,r4TcLgpjUwWpBDiPEmlVTkWiEvB7f8kK2-NtFjQW7h5jJA,obelisko666,Flyren,gugu
8cY5Q2MDDngwcTvlr-kAO_HtYYF_UluK_LAufCmNToPUko8HUatvfrpI4XzlgnFfsmkWohCRBw63fA,52MUIDQcJbT46Dn3sWBDkoteALrs8V82dyXp98QJtiRhdw,hasse frauen,Seth,9155
1lA6xq-DUqD_5MHyeDZW6tUC0DgOFXYwhDBHkCECl5hHngZD_iQsPdHlfiJBdsvcxNZAO74nd0SJOA,jeUqYAL_EcDu4DyINtT2zVao88E2Lh3hf4u-434lYofbag,Taves,Taves,BR1
Q2oHqEUzz3YZFSkQZtRBAuWTwRCy2eKolRvfmy9Q9i7NBqOz1g5ESL8ul4zgRB5UydSlAsoZVkO2cg,fp-3myOrJsifpD940vmQ12h4rpkYbl1hBR_3ffef7zTUWg,HarmfulThresh,NexusFarmer,6969
AuGLMCDg_IQvAyQw7-awqB60BsExbbH-wD6crp9E9jMVuWE-uY35NoL9rqT6h1e_75DDVnTaX53YQQ,hKnvxwJ0ZE1hmC9lURHBFbrX0KK5_4C8W80VwKVW8tQkpTo,dudis41,dudis41,BR1
6f1x8GVzl1cfWc2uvpa81m-XQfV9DXQ2B7qVNMyn0Qlp9mEdXd4qoN0tRO9wF7KZCuBcJSUgOgP7Ag,w9Qj3yjWnVZkzPNY8AZd0MM4wGZzTwxWBu0p8kL9-Sehnp8,Oldnamao,Oldnamao,mito
U4dLkzYTF3aLXlomhMN1ynVVvEo17r1j4oa7pZkVgMpZ7HbKBYvwwqmQiHpurovI8plPhgsLkfnkpA,gR9XInHx9JgSOssv1MPaxa3yxwGVWJdcidg5YdRm7Vv3gA,widmung,프로쉬,btbk
23NVkYL-6L1o2EYUtpMFS2DKgYuy7fV-fVPv18KYy5mHEQZQPhtnKyie3nIPEetiWS83QL3nbm2bug,nrgz-DhUMtzjKqO5NYyPI_ntz3u999J2L5JT4Ei1qhi_YT4,DraculauraRABUDA,DraculauraRABUDA,BR1
u4oDDJ1tfLFGk_qGGAjprMPYaK_RANlu6NxvMBXYOqqSA5oLTtrWFYVMsaJUfKNCMmVudth89bXVAg,4nR-904OowpW6uLqdSgLvUP4Wu2lS--deRnNkwbfp3LjJA,hide my woes,Nukas,0308
_00CmDd4pF89P4vFiwO_j1Y67kyIR9yRZmUymnMYyLDvHIcmrTmV6wFqC62ylKKND745pDI8eXYAcA,r4pbXgHThsqSYJ1mO529v6rlIJOhs5FKsRAMWArDQXm3lw,Renanzinhoooo,Renanzinhoooo,BR1
Ji2Mjf1A96GICz5Ct9Q2dBFaq6457AFYnsOoeRyZdfWSSGAMQ6ypVg9R65pDB22V1waYExI5Kb57yg,oV7TNPUMDuAYdwWYK40vhtcSBWT7BGkQfvMnO2BXxW1vRYyCV7G70fgGmw,ad vermelho,ad roxo,keyd
4axhgMvaubBiB3nOpNhChRhtWkpeIUC8vh2CZkAfOkaizVMtns4SYBFQ1c6vl8EFxZYV5l9N9OZqiA,_fHLJtbj8b4HU4m58jMh62nro3UuOOR7EXh9RAVuqq1kpw,IA Cortizo,Disorder,f2023
x4tWq4RiZHgIKUvL9kK4M-yEi4gsvho8MY61Nv6sz5f2E9xv44XXyCXom8ZdVWND-3dC7stFX4GeQA,-whA7GUewRTpsTiTGslsvVxcn2hMmqErA7_l6YqWdOY7Jw,PRIME lNEFAVEL,Inefavel,2056
pnbU3DhRBiS8fbH_7swOcP2tkq0918Ckkgavsc4iBOw5nSHoYreXNApZbFBbZeiBp3BEB_qSLgUTMA,Zvdbq1-dbh59Z8yRs0kB78bzYrMYmecaB5z9emwl0SRShSDDG_CkDL0JPg,anajuliaVenvanse,lost,547
tsvOzLH24FvZsxI2h9IgcPcOlRFVG5tNcdlFro5rJ37XPpoA2irQMBroNuFFcC4xLfxnR_y5M-ibkA,2HhPWUoCiLOlu86jinBa9IZseqqG03i-UP1u1qm1ySb4HQ,ai calica24,ASAP Rocky,KEKW
2PL6GzuV9S_sQ69MPXU3pditoCT9jjQc52DLRo_M1eWKXIwHx6zSwsMXfW4wNBTS7STMbQMvEvYpkA,-REOsHHklVDgNDhDxBZHHpEGCtSHwoWfB3Auxz7mwleUs6Y,o7o7o7o7o7,o7o7o7o7o7,BR1
bYJWrQ7e4cuAChx3T0mmZRDdDY9GtTDf7mn1ihj1cWdXa5PVGeNPnHtx4UCXD8C5Hg-b86xxNjaX9g,nnxSD2elgp-iYbO5RwF7PBAS1ZTYV5fK26EkXj5Qa9leXKw,Bisäo,Bisão,mole
4jiAxGLIq9loNxA932xBCYu23M81L_rhR1XOsX4dS43j8cSlvvon-C9VvIDTyF4LNarUFGe8Z2rPeQ,677nZIyI1ftxOXnjavpUy2Nk1IyKLe8YS1-VeLR3-tFwQMc,Almighty Berac,Berac,BR666
AJPNXmw0dZKteVtr952_QNjLVhrvPawwT0U7HB0IIKsya0VxU5COijGwHr7nsvUN538qF6z5UqcFyw,0S6_MoMITgHI6CRJdzKDbvC2tzo7iMat5c_ghaCHx6b58aU,Ditto,kiyosumi,0202
sHjUUiNSsx5D9OCGkRbgn68vgoCM7INEGCuE72sDbWab7xlpUcoGrhA6axYXav5PybYrakBT3HoZNA,CYB85uJz-cbl-I1LW71YfyB4n1SjexjlY_jTM929fVfoxw,FX Veiga,Veiga,1687
keHGQVlySNqttzg2gXrTLlvPC7ItXe0M_yLhSFk2pwZpivMWUH2w_mnD-XfOBBGreloZhmUSs_4oHA,YL7_MDHPEyPLcwiRkc3fJQ_kz6LTD49TZ_XDWpH-bFaK3WM,Princess Daisy,Princess Daisy,BR1
YJxLi4eDg_hYSfv4x8OHMBpJi1AAXkNRPi4FzSl1PiGDkLNP-zo2AKZRzDz57jCFt9hqVc0xzYSIgQ,YRQKhBRDeOXG4r40ZyC0xfJyJ6JOH7k6TTX2LGa6RI8YPA,Guima Tijolada,Guima Tijolada,PEDRA
_rX8yeSQB3bmCGzaHdBVYnGM0G-sxookDzCNX2iJT0-BjYXOn2Nlvh9ut6ICmpMzsCwbzdd6z3qL8g,9RY8qvH5rB1WHWN7y3zSyOLAX2shUpdVYbDwIhO2BiFPyA,RAV3N,raven,rvn31
SZYM0RRlfezZHxp64l_x0tARO-SkBCYeLBgVqSZIBuV-crCFnPFJPBejeRkGyQwwqLJBVmsf2-bCdQ,QOgLayPs6kn1iQOpSorHEDMUxWtMjIhJtOwPWkmowixMB6g,Mel e girassóis,Mel e Girassóis,2069
